radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,is_simulated_5g
LTE,286,1,8480,14626321,-1,32.7805,39.843,1000,11,1,1747824785,1748185506,True
LTE,286,1,8480,14626331,-1,32.7642,39.823,1000,7,1,1747824485,1748185506,True
LTE,286,1,8208,14742288,-1,32.8328,39.9196,1000,1,1,1768985462,1768985462,True
LTE,286,1,8208,14779148,-1,32.8219,39.9143,1000,4,1,1747825735,1748185507,True
LTE,286,1,8208,14779153,-1,32.8284,39.927,1000,1,1,1769045212,1769045212,True
LTE,286,1,8208,14779168,-1,32.8178,39.9136,1000,13,1,1747825715,1769089382,True
LTE,286,1,8192,14940699,-1,32.7383,39.9836,1000,1,1,1760614145,1760614145,True
LTE,286,1,8192,14940703,-1,32.7385,39.9832,1000,1,1,1760614185,1760614185,True
LTE,286,1,8192,14940709,-1,32.7386,39.9835,1000,4,1,1760540098,1763291763,True
LTE,286,3,21254,15768853,-1,32.7504,39.9833,1000,1,1,1743148693,1743148693,True
LTE,286,1,8208,15881997,-1,32.8156,39.9302,1000,5,1,1762945896,1762956130,True
LTE,286,1,8192,16376334,-1,32.7756,39.9677,1000,5,1,1775479725,1775566081,True
LTE,286,1,8192,16376336,-1,32.7756,39.9676,1000,9,1,1775481076,1775566081,True
LTE,286,3,22790,16442647,-1,32.9323,39.9014,1000,1,1,1743750454,1743750454,True
LTE,286,3,21254,16481045,-1,32.7505,39.9834,1000,1,1,1743148608,1743148608,True
LTE,286,3,22796,16823062,-1,32.8899,39.9739,1000,1,1,1758945832,1758945832,True
LTE,286,3,22796,16823071,-1,32.8899,39.9739,1000,1,1,1758945832,1758945832,True
LTE,286,3,22796,16823072,-1,32.8899,39.9738,1000,2,1,1758945792,1758965702,True
LTE,286,3,22796,16823073,-1,32.8899,39.9739,1000,1,1,1758945812,1758945812,True
LTE,286,3,22796,16823092,-1,32.8899,39.9739,1000,2,1,1758945776,1758965702,True
LTE,286,2,40635,17066311,-1,32.6924,39.9408,1000,11,1,1752327646,1752354318,True
LTE,286,1,8482,19534860,-1,32.8642,39.9038,1000,2,1,1747826235,1748185507,True
LTE,286,1,8208,19592204,0,32.8335,39.9227,4008,21,1,1482609938,1769089383,True
LTE,286,1,8208,19592214,0,32.8318,39.9243,1000,18,1,1472382377,1769089383,True
LTE,286,1,8208,19592216,0,32.8387,39.9153,3153,7,1,1470401384,1769089383,True
LTE,286,1,8208,19592218,-1,32.8314,39.9222,1000,2,1,1768985522,1769089383,True
LTE,286,1,8195,20203793,-1,32.8509,39.9862,1000,1,1,1759707107,1759707107,True
LTE,286,1,8192,20289313,-1,32.7755,39.9678,1000,8,1,1775486364,1775566081,True
LTE,286,1,8192,20289316,-1,32.7759,39.9676,1000,1,1,1775486595,1775486595,True
LTE,286,1,8192,20289317,-1,32.7751,39.9679,1000,1,1,1775487768,1775487768,True
LTE,286,1,8208,20560152,-1,32.8082,39.9103,1000,3,1,1768876433,1769089384,True
LTE,286,1,8192,20903457,-1,32.7368,39.9826,1000,1,1,1760584309,1760584309,True
LTE,286,1,8192,20903468,-1,32.7364,39.9827,1000,1,1,1760584334,1760584334,True
LTE,286,1,8208,21587211,0,32.8121,39.9089,1000,2,1,1462594903,1769089382,True
LTE,286,1,8208,21587226,-1,32.8079,39.9073,1000,4,1,1768903226,1769089383,True
LTE,286,1,8208,21587227,-1,32.8074,39.9071,1000,2,1,1768984952,1769089383,True
LTE,286,1,8208,21587247,-1,32.807,39.9072,1000,1,1,1768984972,1768984972,True
LTE,286,1,8208,21587257,-1,32.8087,39.9102,1000,5,1,1768871322,1769089384,True
LTE,286,1,8208,21622808,-1,32.8093,39.9029,1000,10,1,1697080693,1769089384,True
LTE,286,1,8208,22040589,-1,32.8302,39.9331,1000,3,1,1762946371,1762956130,True
LTE,286,1,8208,22040603,-1,32.8304,39.9301,1000,11,1,1768985782,1769089383,True
LTE,286,1,8208,22040608,0,32.828,39.9324,1000,13,1,1488770875,1762956130,True
LTE,286,1,8208,22040609,-1,32.8279,39.9327,1000,3,1,1762946191,1762956130,True
LTE,286,1,8208,22040613,-1,32.8277,39.9325,1000,5,1,1762946196,1769089383,True
LTE,286,1,8208,22084877,0,32.8184,39.9298,1000,4,1,1462615522,1762956130,True
LTE,286,1,8208,22084878,-1,32.8213,39.9337,1000,19,1,1666501846,1763616241,True
LTE,286,1,8208,22084887,-1,32.8206,39.9318,1000,3,1,1762946131,1762956130,True
LTE,286,1,8208,22084896,0,32.8213,39.9308,6452,19,1,1472584754,1748185507,True
LTE,286,1,8208,22084897,0,32.8188,39.9319,1000,4,1,1461121831,1763616241,True
LTE,286,1,8208,22084901,-1,32.8184,39.9296,1000,3,1,1747825495,1748185507,True
LTE,286,1,8480,22319126,0,32.7393,39.7898,10309,41,1,1467461231,1748185506,True
LTE,286,1,8480,22319128,-1,32.7336,39.7855,3148,27,1,1628920890,1753885930,True
LTE,286,1,8480,22319131,-1,32.7328,39.7871,2822,50,1,1628920830,1753885930,True
LTE,286,1,8480,22319151,-1,32.7464,39.7853,1000,2,1,1753851382,1753885930,True
LTE,286,1,8212,22725644,0,32.5713,39.949,1000,20,1,1489262777,1780056364,True
LTE,286,1,8212,22725649,-1,32.5709,39.9532,1000,3,1,1779882718,1780056364,True
LTE,286,2,40610,23458387,-1,32.8351,39.9404,1000,2,1,1752327156,1752354316,True
LTE,286,1,8481,23890981,-1,32.6458,39.8335,1000,11,1,1753851804,1753885930,True
LTE,286,1,8196,24228888,-1,32.8963,39.9341,1000,2,1,1741778875,1741820581,True
LTE,286,1,8480,24299020,0,32.7907,39.8414,5226,5,1,1493807553,1748185506,True
LTE,286,1,8480,24299040,-1,32.7656,39.8296,1000,6,1,1747824575,1748185506,True
LTE,286,1,8480,24299045,-1,32.7586,39.8154,1000,2,1,1747824445,1748185506,True
LTE,286,1,8480,24299055,-1,32.7653,39.8258,1000,4,1,1747824565,1748185506,True
LTE,286,1,8195,24301846,0,32.8493,39.979,4843,35,1,1465856796,1759727221,True
LTE,286,1,8481,24330528,-1,32.6259,39.8614,728,31,1,1628808272,1753885931,True
LTE,286,1,8481,24330529,-1,32.6273,39.8629,1000,22,1,1753851928,1753885931,True
LTE,286,1,8208,25122577,-1,32.8125,39.9107,1000,4,1,1768869632,1769089384,True
LTE,286,1,8208,25122637,-1,32.8124,39.9108,1000,5,1,1768869662,1769089384,True
LTE,286,1,8208,25122642,-1,32.8125,39.9107,1000,3,1,1768869982,1769089384,True
LTE,286,2,40625,25292113,-1,32.6731,39.9476,1000,6,1,1752327708,1752354319,True
LTE,286,2,40625,25292115,-1,32.6696,39.9484,1000,6,1,1752327719,1752354319,True
LTE,286,1,8208,268397080,-1,32.8119,39.911,1000,1,1,1768902126,1768902126,True
